,Disease,Disease_Labels
323,Hyperthyroidism,24
324,Hyperthyroidism,24
325,Hyperthyroidism,24
326,Hyperthyroidism,24
327,Hyperthyroidism,24
328,Hyperthyroidism,24
329,Hyperthyroidism,24
330,Hypoglycemia,25
331,Hypoglycemia,25
332,Hypoglycemia,25
333,Hypoglycemia,25
334,Hypoglycemia,25
335,Hypoglycemia,25
336,Hypoglycemia,25
337,Hypoglycemia,25
338,Hypoglycemia,25
339,Hypoglycemia,25
340,Osteoarthristis,31
341,Osteoarthristis,31
342,Osteoarthristis,31
343,Osteoarthristis,31
344,Osteoarthristis,31
345,Osteoarthristis,31
346,Osteoarthristis,31
347,Osteoarthristis,31
348,Osteoarthristis,31
349,Osteoarthristis,31
350,Arthritis,5
351,Arthritis,5
352,Arthritis,5
353,Arthritis,5
354,Arthritis,5
355,Arthritis,5
356,Arthritis,5
357,Arthritis,5
358,Arthritis,5
359,Arthritis,5
360,(vertigo)_Paroymsal__Positional_Vertigo,0
361,(vertigo)_Paroymsal__Positional_Vertigo,0
362,(vertigo)_Paroymsal__Positional_Vertigo,0
363,(vertigo)_Paroymsal__Positional_Vertigo,0
364,(vertigo)_Paroymsal__Positional_Vertigo,0
365,(vertigo)_Paroymsal__Positional_Vertigo,0
366,(vertigo)_Paroymsal__Positional_Vertigo,0
367,(vertigo)_Paroymsal__Positional_Vertigo,0
368,(vertigo)_Paroymsal__Positional_Vertigo,0
369,(vertigo)_Paroymsal__Positional_Vertigo,0
370,Acne,2
371,Acne,2
372,Acne,2
373,Acne,2
374,Acne,2
375,Acne,2
376,Acne,2
377,Acne,2
378,Acne,2
379,Acne,2
380,Urinary_tract_infection,38
381,Urinary_tract_infection,38
382,Urinary_tract_infection,38
383,Urinary_tract_infection,38
384,Urinary_tract_infection,38
385,Urinary_tract_infection,38
386,Urinary_tract_infection,38
387,Urinary_tract_infection,38
388,Urinary_tract_infection,38
389,Urinary_tract_infection,38
390,Psoriasis,35
391,Psoriasis,35
392,Psoriasis,35
393,Psoriasis,35
394,Psoriasis,35
395,Psoriasis,35
396,Psoriasis,35
397,Psoriasis,35
398,Psoriasis,35
399,Psoriasis,35
400,Impetigo,27
401,Impetigo,27
402,Impetigo,27
403,Impetigo,27
404,Impetigo,27
405,Impetigo,27
406,Impetigo,27
407,Impetigo,27
408,Impetigo,27
409,Impetigo,27
410,Fungal_infection,15
411,Fungal_infection,15
412,Fungal_infection,15
413,Fungal_infection,15
414,Fungal_infection,15
415,Fungal_infection,15
416,Fungal_infection,15
417,Fungal_infection,15
418,Fungal_infection,15
419,Fungal_infection,15
420,Allergy,4
421,Allergy,4
422,Allergy,4
423,Allergy,4
424,Allergy,4
425,Allergy,4
426,Allergy,4
427,Allergy,4
428,Allergy,4
429,Allergy,4
430,GERD,16
431,GERD,16
432,GERD,16
433,GERD,16
434,GERD,16
435,GERD,16
436,GERD,16
437,GERD,16
438,GERD,16
439,GERD,16
440,Chronic_cholestasis,9
441,Chronic_cholestasis,9
442,Chronic_cholestasis,9
443,Chronic_cholestasis,9
444,Chronic_cholestasis,9
445,Chronic_cholestasis,9
446,Chronic_cholestasis,9
447,Chronic_cholestasis,9
448,Chronic_cholestasis,9
449,Chronic_cholestasis,9
450,Drug_Reaction,14
451,Drug_Reaction,14
452,Drug_Reaction,14
453,Drug_Reaction,14
454,Drug_Reaction,14
455,Drug_Reaction,14
456,Drug_Reaction,14
457,Drug_Reaction,14
458,Drug_Reaction,14
459,Drug_Reaction,14
460,Peptic_ulcer_diseae,33
461,Peptic_ulcer_diseae,33
462,Peptic_ulcer_diseae,33
463,Peptic_ulcer_diseae,33
464,Peptic_ulcer_diseae,33
465,Peptic_ulcer_diseae,33
466,Peptic_ulcer_diseae,33
467,Peptic_ulcer_diseae,33
468,Peptic_ulcer_diseae,33
469,Peptic_ulcer_diseae,33
470,AIDS,1
471,AIDS,1
472,AIDS,1
473,AIDS,1
474,AIDS,1
475,AIDS,1
476,AIDS,1
477,AIDS,1
478,AIDS,1
479,AIDS,1
480,Diabetes,12
481,Diabetes,12
482,Diabetes,12
483,Diabetes,12
484,Diabetes,12
485,Diabetes,12
486,Diabetes,12
487,Diabetes,12
488,Diabetes,12
489,Diabetes,12
490,Gastroenteritis,17
491,Gastroenteritis,17
492,Gastroenteritis,17
493,Gastroenteritis,17
494,Gastroenteritis,17
495,Gastroenteritis,17
496,Gastroenteritis,17
497,Gastroenteritis,17
498,Gastroenteritis,17
499,Gastroenteritis,17
500,Bronchial_Asthma,6
501,Bronchial_Asthma,6
502,Bronchial_Asthma,6
503,Bronchial_Asthma,6
504,Bronchial_Asthma,6
505,Bronchial_Asthma,6
506,Bronchial_Asthma,6
507,Bronchial_Asthma,6
508,Bronchial_Asthma,6
509,Bronchial_Asthma,6
510,Hypertension,23
511,Hypertension,23
512,Hypertension,23
513,Hypertension,23
514,Hypertension,23
515,Hypertension,23
516,Hypertension,23
517,Hypertension,23
518,Hypertension,23
519,Hypertension,23
520,Migraine,30
521,Migraine,30
522,Migraine,30
523,Migraine,30
524,Migraine,30
525,Migraine,30
526,Migraine,30
527,Migraine,30
528,Migraine,30
529,Migraine,30
530,Cervical_spondylosis,7
531,Cervical_spondylosis,7
532,Cervical_spondylosis,7
533,Cervical_spondylosis,7
534,Cervical_spondylosis,7
535,Cervical_spondylosis,7
536,Cervical_spondylosis,7
537,Cervical_spondylosis,7
538,Cervical_spondylosis,7
539,Cervical_spondylosis,7
540,Paralysis_(brain_hemorrhage),32
541,Paralysis_(brain_hemorrhage),32
542,Paralysis_(brain_hemorrhage),32
543,Paralysis_(brain_hemorrhage),32
544,Paralysis_(brain_hemorrhage),32
545,Paralysis_(brain_hemorrhage),32
546,Paralysis_(brain_hemorrhage),32
547,Paralysis_(brain_hemorrhage),32
548,Paralysis_(brain_hemorrhage),32
549,Paralysis_(brain_hemorrhage),32
550,Jaundice,28
551,Jaundice,28
552,Jaundice,28
553,Jaundice,28
554,Jaundice,28
555,Jaundice,28
556,Jaundice,28
557,Jaundice,28
558,Jaundice,28
559,Jaundice,28
560,Malaria,29
561,Malaria,29
562,Malaria,29
563,Malaria,29
564,Malaria,29
565,Malaria,29
566,Malaria,29
567,Malaria,29
568,Malaria,29
569,Malaria,29
570,Chicken_pox,8
571,Chicken_pox,8
572,Chicken_pox,8
573,Chicken_pox,8
574,Chicken_pox,8
575,Chicken_pox,8
576,Chicken_pox,8
577,Chicken_pox,8
578,Chicken_pox,8
579,Chicken_pox,8
580,Dengue,11
581,Dengue,11
582,Dengue,11
583,Dengue,11
584,Dengue,11
585,Dengue,11
586,Dengue,11
587,Dengue,11
588,Dengue,11
589,Dengue,11
590,Typhoid,37
591,Typhoid,37
592,Typhoid,37
593,Typhoid,37
594,Typhoid,37
595,Typhoid,37
596,Typhoid,37
597,Typhoid,37
598,Typhoid,37
599,Typhoid,37
600,hepatitis_A,40
601,hepatitis_A,40
602,hepatitis_A,40
603,hepatitis_A,40
604,hepatitis_A,40
605,hepatitis_A,40
606,hepatitis_A,40
607,hepatitis_A,40
608,hepatitis_A,40
609,hepatitis_A,40
610,Hepatitis_B,19
611,Hepatitis_B,19
612,Hepatitis_B,19
613,Hepatitis_B,19
614,Hepatitis_B,19
615,Hepatitis_B,19
616,Hepatitis_B,19
617,Hepatitis_B,19
618,Hepatitis_B,19
619,Hepatitis_B,19
620,Hepatitis_C,20
621,Hepatitis_C,20
622,Hepatitis_C,20
623,Hepatitis_C,20
624,Hepatitis_C,20
625,Hepatitis_C,20
626,Hepatitis_C,20
627,Hepatitis_C,20
628,Hepatitis_C,20
629,Hepatitis_C,20
630,Hepatitis_D,21
631,Hepatitis_D,21
632,Hepatitis_D,21
633,Hepatitis_D,21
634,Hepatitis_D,21
635,Hepatitis_D,21
636,Hepatitis_D,21
637,Hepatitis_D,21
638,Hepatitis_D,21
639,Hepatitis_D,21
640,Hepatitis_E,22
641,Hepatitis_E,22
642,Hepatitis_E,22
643,Hepatitis_E,22
644,Hepatitis_E,22
645,Hepatitis_E,22
646,Hepatitis_E,22
647,Hepatitis_E,22
648,Hepatitis_E,22
649,Hepatitis_E,22
650,Alcoholic_hepatitis,3
651,Alcoholic_hepatitis,3
652,Alcoholic_hepatitis,3
653,Alcoholic_hepatitis,3
654,Alcoholic_hepatitis,3
655,Alcoholic_hepatitis,3
656,Alcoholic_hepatitis,3
657,Alcoholic_hepatitis,3
658,Alcoholic_hepatitis,3
659,Alcoholic_hepatitis,3
660,Tuberculosis,36
661,Tuberculosis,36
662,Tuberculosis,36
663,Tuberculosis,36
664,Tuberculosis,36
665,Tuberculosis,36
666,Tuberculosis,36
667,Tuberculosis,36
668,Tuberculosis,36
669,Tuberculosis,36
670,Common_Cold,10
671,Common_Cold,10
672,Common_Cold,10
673,Common_Cold,10
674,Common_Cold,10
675,Common_Cold,10
676,Common_Cold,10
677,Common_Cold,10
678,Common_Cold,10
679,Common_Cold,10
680,Pneumonia,34
681,Pneumonia,34
682,Pneumonia,34
683,Pneumonia,34
684,Pneumonia,34
685,Pneumonia,34
686,Pneumonia,34
687,Pneumonia,34
688,Pneumonia,34
689,Pneumonia,34
690,Dimorphic_hemmorhoids(piles),13
691,Dimorphic_hemmorhoids(piles),13
692,Dimorphic_hemmorhoids(piles),13
693,Dimorphic_hemmorhoids(piles),13
694,Dimorphic_hemmorhoids(piles),13
695,Dimorphic_hemmorhoids(piles),13
696,Dimorphic_hemmorhoids(piles),13
697,Dimorphic_hemmorhoids(piles),13
698,Dimorphic_hemmorhoids(piles),13
699,Dimorphic_hemmorhoids(piles),13
700,Heart_attack,18
701,Heart_attack,18
702,Heart_attack,18
703,Heart_attack,18
704,Heart_attack,18
705,Heart_attack,18
706,Heart_attack,18
707,Heart_attack,18
708,Heart_attack,18
709,Heart_attack,18
710,Varicose_veins,39
711,Varicose_veins,39
712,Varicose_veins,39
713,Varicose_veins,39
714,Varicose_veins,39
715,Varicose_veins,39
716,Varicose_veins,39
717,Varicose_veins,39
718,Varicose_veins,39
719,Varicose_veins,39
720,Hypothyroidism,26
721,Hypothyroidism,26
722,Hypothyroidism,26
723,Hypothyroidism,26
724,Hypothyroidism,26
725,Hypothyroidism,26
726,Hypothyroidism,26
727,Hypothyroidism,26
728,Hypothyroidism,26
729,Hypothyroidism,26
730,Hyperthyroidism,24
731,Hyperthyroidism,24
732,Hyperthyroidism,24
733,Hyperthyroidism,24
734,Hyperthyroidism,24
735,Hyperthyroidism,24
736,Hyperthyroidism,24
737,Hyperthyroidism,24
738,Hyperthyroidism,24
739,Hyperthyroidism,24
740,Hypoglycemia,25
741,Hypoglycemia,25
742,Hypoglycemia,25
743,Hypoglycemia,25
744,Hypoglycemia,25
745,Hypoglycemia,25
746,Hypoglycemia,25
747,Hypoglycemia,25
748,Hypoglycemia,25
749,Hypoglycemia,25
750,Osteoarthristis,31
751,Osteoarthristis,31
752,Osteoarthristis,31
753,Osteoarthristis,31
754,Osteoarthristis,31
755,Osteoarthristis,31
756,Osteoarthristis,31
757,Osteoarthristis,31
758,Osteoarthristis,31
759,Osteoarthristis,31
760,Arthritis,5
761,Arthritis,5
762,Arthritis,5
763,Arthritis,5
764,Arthritis,5
765,Arthritis,5
766,Arthritis,5
767,Arthritis,5
768,Arthritis,5
769,Arthritis,5
770,(vertigo)_Paroymsal__Positional_Vertigo,0
771,(vertigo)_Paroymsal__Positional_Vertigo,0
772,(vertigo)_Paroymsal__Positional_Vertigo,0
773,(vertigo)_Paroymsal__Positional_Vertigo,0
774,(vertigo)_Paroymsal__Positional_Vertigo,0
775,(vertigo)_Paroymsal__Positional_Vertigo,0
776,(vertigo)_Paroymsal__Positional_Vertigo,0
777,(vertigo)_Paroymsal__Positional_Vertigo,0
778,(vertigo)_Paroymsal__Positional_Vertigo,0
779,(vertigo)_Paroymsal__Positional_Vertigo,0
780,Acne,2
781,Acne,2
782,Acne,2
783,Acne,2
784,Acne,2
785,Acne,2
786,Acne,2
787,Acne,2
788,Acne,2
789,Acne,2
790,Urinary_tract_infection,38
791,Urinary_tract_infection,38
792,Urinary_tract_infection,38
793,Urinary_tract_infection,38
794,Urinary_tract_infection,38
795,Urinary_tract_infection,38
796,Urinary_tract_infection,38
797,Urinary_tract_infection,38
798,Urinary_tract_infection,38
799,Urinary_tract_infection,38
800,Psoriasis,35
801,Psoriasis,35
802,Psoriasis,35
803,Psoriasis,35
804,Psoriasis,35
805,Psoriasis,35
806,Psoriasis,35
807,Psoriasis,35
808,Psoriasis,35
809,Psoriasis,35
810,Impetigo,27
811,Impetigo,27
812,Impetigo,27
813,Impetigo,27
814,Impetigo,27
815,Impetigo,27
816,Impetigo,27
817,Impetigo,27
818,Impetigo,27
819,Impetigo,27
820,Fungal_infection,15
821,Fungal_infection,15
822,Fungal_infection,15
823,Fungal_infection,15
824,Fungal_infection,15
825,Fungal_infection,15
826,Fungal_infection,15
827,Fungal_infection,15
828,Fungal_infection,15
829,Fungal_infection,15
830,Allergy,4
831,Allergy,4
832,Allergy,4
833,Allergy,4
834,Allergy,4
835,Allergy,4
836,Allergy,4
837,Allergy,4
838,Allergy,4
839,Allergy,4
840,GERD,16
841,GERD,16
842,GERD,16
843,GERD,16
844,GERD,16
845,GERD,16
846,GERD,16
847,GERD,16
848,GERD,16
849,GERD,16
850,Chronic_cholestasis,9
851,Chronic_cholestasis,9
852,Chronic_cholestasis,9
853,Chronic_cholestasis,9
854,Chronic_cholestasis,9
855,Chronic_cholestasis,9
856,Chronic_cholestasis,9
857,Chronic_cholestasis,9
858,Chronic_cholestasis,9
859,Chronic_cholestasis,9
860,Drug_Reaction,14
861,Drug_Reaction,14
862,Drug_Reaction,14
863,Drug_Reaction,14
864,Drug_Reaction,14
865,Drug_Reaction,14
866,Drug_Reaction,14
867,Drug_Reaction,14
868,Drug_Reaction,14
869,Drug_Reaction,14
870,Peptic_ulcer_diseae,33
871,Peptic_ulcer_diseae,33
872,Peptic_ulcer_diseae,33
873,Peptic_ulcer_diseae,33
874,Peptic_ulcer_diseae,33
875,Peptic_ulcer_diseae,33
876,Peptic_ulcer_diseae,33
877,Peptic_ulcer_diseae,33
878,Peptic_ulcer_diseae,33
879,Peptic_ulcer_diseae,33
880,AIDS,1
881,AIDS,1
882,AIDS,1
883,AIDS,1
884,AIDS,1
885,AIDS,1
886,AIDS,1
887,AIDS,1
888,AIDS,1
889,AIDS,1
890,Diabetes,12
891,Diabetes,12
892,Diabetes,12
893,Diabetes,12
894,Diabetes,12
895,Diabetes,12
896,Diabetes,12
897,Diabetes,12
898,Diabetes,12
899,Diabetes,12
900,Gastroenteritis,17
901,Gastroenteritis,17
902,Gastroenteritis,17
903,Gastroenteritis,17
904,Gastroenteritis,17
905,Gastroenteritis,17
906,Gastroenteritis,17
907,Gastroenteritis,17
908,Gastroenteritis,17
909,Gastroenteritis,17
910,Bronchial_Asthma,6
911,Bronchial_Asthma,6
912,Bronchial_Asthma,6
913,Bronchial_Asthma,6
914,Bronchial_Asthma,6
915,Bronchial_Asthma,6
916,Bronchial_Asthma,6
917,Bronchial_Asthma,6
918,Bronchial_Asthma,6
919,Bronchial_Asthma,6
920,Hypertension,23
921,Hypertension,23
922,Hypertension,23
923,Hypertension,23
924,Hypertension,23
925,Hypertension,23
926,Hypertension,23
927,Hypertension,23
928,Hypertension,23
929,Hypertension,23
930,Migraine,30
931,Migraine,30
932,Migraine,30
933,Migraine,30
934,Migraine,30
935,Migraine,30
936,Migraine,30
937,Migraine,30
938,Migraine,30
939,Migraine,30
940,Cervical_spondylosis,7
941,Cervical_spondylosis,7
942,Cervical_spondylosis,7
943,Cervical_spondylosis,7
944,Cervical_spondylosis,7
945,Cervical_spondylosis,7
946,Cervical_spondylosis,7
947,Cervical_spondylosis,7
948,Cervical_spondylosis,7
949,Cervical_spondylosis,7
950,Paralysis_(brain_hemorrhage),32
951,Paralysis_(brain_hemorrhage),32
952,Paralysis_(brain_hemorrhage),32
953,Paralysis_(brain_hemorrhage),32
954,Paralysis_(brain_hemorrhage),32
955,Paralysis_(brain_hemorrhage),32
956,Paralysis_(brain_hemorrhage),32
957,Paralysis_(brain_hemorrhage),32
958,Paralysis_(brain_hemorrhage),32
959,Paralysis_(brain_hemorrhage),32
960,Jaundice,28
961,Jaundice,28
962,Jaundice,28
963,Jaundice,28
964,Jaundice,28
965,Jaundice,28
966,Jaundice,28
967,Jaundice,28
968,Jaundice,28
969,Jaundice,28
970,Malaria,29
971,Malaria,29
972,Malaria,29
973,Malaria,29
974,Malaria,29
975,Malaria,29
976,Malaria,29
977,Malaria,29
978,Malaria,29
979,Malaria,29
980,Chicken_pox,8
981,Chicken_pox,8
982,Chicken_pox,8
983,Chicken_pox,8
984,Chicken_pox,8
985,Chicken_pox,8
986,Chicken_pox,8
987,Chicken_pox,8
988,Chicken_pox,8
989,Chicken_pox,8
990,Dengue,11
991,Dengue,11
992,Dengue,11
993,Dengue,11
994,Dengue,11
995,Dengue,11
996,Dengue,11
997,Dengue,11
998,Dengue,11
999,Dengue,11
1000,Typhoid,37
1001,Typhoid,37
1002,Typhoid,37
1003,Typhoid,37
1004,Typhoid,37
1005,Typhoid,37
1006,Typhoid,37
1007,Typhoid,37
1008,Typhoid,37
1009,Typhoid,37
1010,hepatitis_A,40
1011,hepatitis_A,40
1012,hepatitis_A,40
1013,hepatitis_A,40
1014,hepatitis_A,40
1015,hepatitis_A,40
1016,hepatitis_A,40
1017,hepatitis_A,40
1018,hepatitis_A,40
1019,hepatitis_A,40
1020,Hepatitis_B,19
1021,Hepatitis_B,19
1022,Hepatitis_B,19
1023,Hepatitis_B,19
1024,Hepatitis_B,19
1025,Hepatitis_B,19
1026,Hepatitis_B,19
1027,Hepatitis_B,19
1028,Hepatitis_B,19
1029,Hepatitis_B,19
1030,Hepatitis_C,20
1031,Hepatitis_C,20
1032,Hepatitis_C,20
1033,Hepatitis_C,20
1034,Hepatitis_C,20
1035,Hepatitis_C,20
1036,Hepatitis_C,20
1037,Hepatitis_C,20
1038,Hepatitis_C,20
1039,Hepatitis_C,20
1040,Hepatitis_D,21
1041,Hepatitis_D,21
1042,Hepatitis_D,21
1043,Hepatitis_D,21
1044,Hepatitis_D,21
1045,Hepatitis_D,21
1046,Hepatitis_D,21
1047,Hepatitis_D,21
1048,Hepatitis_D,21
1049,Hepatitis_D,21
1050,Hepatitis_E,22
1051,Hepatitis_E,22
1052,Hepatitis_E,22
1053,Hepatitis_E,22
1054,Hepatitis_E,22
1055,Hepatitis_E,22
1056,Hepatitis_E,22
1057,Hepatitis_E,22
1058,Hepatitis_E,22
1059,Hepatitis_E,22
1060,Alcoholic_hepatitis,3
1061,Alcoholic_hepatitis,3
1062,Alcoholic_hepatitis,3
1063,Alcoholic_hepatitis,3
1064,Alcoholic_hepatitis,3
1065,Alcoholic_hepatitis,3
1066,Alcoholic_hepatitis,3
1067,Alcoholic_hepatitis,3
1068,Alcoholic_hepatitis,3
1069,Alcoholic_hepatitis,3
1070,Tuberculosis,36
1071,Tuberculosis,36
1072,Tuberculosis,36
1073,Tuberculosis,36
1074,Tuberculosis,36
1075,Tuberculosis,36
1076,Tuberculosis,36
1077,Tuberculosis,36
1078,Tuberculosis,36
1079,Tuberculosis,36
1080,Common_Cold,10
1081,Common_Cold,10
1082,Common_Cold,10
1083,Common_Cold,10
1084,Common_Cold,10
1085,Common_Cold,10
1086,Common_Cold,10
1087,Common_Cold,10
1088,Common_Cold,10
1089,Common_Cold,10
1090,Pneumonia,34
1091,Pneumonia,34
1092,Pneumonia,34
1093,Pneumonia,34
1094,Pneumonia,34
1095,Pneumonia,34
1096,Pneumonia,34
1097,Pneumonia,34
1098,Pneumonia,34
1099,Pneumonia,34
